,Repo_id,URL,VAG,AWS,AZ,PUP,TF/OT,SS,PUL,BIC,DOCK,CHEF,GOOG,KUB,ANS,Validated files,IaC_tools
169,mwinteringham_restful-booker-platform,https://github.com/mwinteringham/restful-booker-platform,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
170,HotMaps_Hotmaps-toolbox-service,https://github.com/HotMaps/Hotmaps-toolbox-service,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
171,grin-pool_grin-pool,https://github.com/grin-pool/grin-pool,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
172,pyaiot_pyaiot,https://github.com/pyaiot/pyaiot,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
173,chaoss_grimoirelab,https://github.com/chaoss/grimoirelab,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
174,dpukhkaiev_BRISE2,https://github.com/dpukhkaiev/BRISE2,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
175,keep-network_local-setup,https://github.com/keep-network/local-setup,1,0,0,0,0,0,0,0,1,0,0,0,1,{'VAG': '/Users/mrobredo23/keep-network_local-setup/deployments/local-setup-instance/Vagrantfile'},"VAG, DOCK, ANS"
176,tinkerbell_boots,https://github.com/tinkerbell/boots,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
177,BuoyantIO_emojivoto,https://github.com/BuoyantIO/emojivoto,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
178,ems-project_elasticms,https://github.com/ems-project/elasticms,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
179,vietnam-devs_coolstore-microservices,https://github.com/vietnam-devs/coolstore-microservices,0,0,0,0,0,0,0,1,1,0,0,1,1,/Users/mrobredo23/vietnam-devs_coolstore-microservices/deploys/bicep/main.bicep,"BIC, DOCK, KUB, ANS"
180,OpenLiberty_liberty-bikes,https://github.com/OpenLiberty/liberty-bikes,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
181,mozilla-conduit_lando-api,https://github.com/mozilla-conduit/lando-api,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
182,tshuck_musicbox-api,https://github.com/tshuck/musicbox-api,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
183,bcgov_EDUC-ECAS,https://github.com/bcgov/EDUC-ECAS,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
184,camba1_gotemp,https://github.com/camba1/gotemp,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
185,CIMonitor_CIMonitor,https://github.com/CIMonitor/CIMonitor,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
186,mikesplain_openvas-docker,https://github.com/mikesplain/openvas-docker,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
187,ienoobong_mmadu,https://github.com/ienoobong/mmadu,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
188,OpenLMIS_openlmis-contract-tests,https://github.com/OpenLMIS/openlmis-contract-tests,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
189,hypertrace_hypertrace,https://github.com/hypertrace/hypertrace,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
190,RADAR-base_RADAR-Rest-Source-Auth,https://github.com/RADAR-base/RADAR-Rest-Source-Auth,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
191,kubemq-io_kubemq-targets,https://github.com/kubemq-io/kubemq-targets,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
192,gavr-games_lords,https://github.com/gavr-games/lords,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
193,MicrosoftDocs_mslearn-aspnet-core,https://github.com/MicrosoftDocs/mslearn-aspnet-core,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
194,NEURONE-IL_neurone,https://github.com/NEURONE-IL/neurone,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
195,ioos_glider-dac,https://github.com/ioos/glider-dac,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
196,strangesast_core,https://github.com/strangesast/core,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
197,yacy_yacy_grid_mcp,https://github.com/yacy/yacy_grid_mcp,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
198,dotnet-architecture_eShopModernizing,https://github.com/dotnet-architecture/eShopModernizing,0,0,1,0,0,0,0,0,1,0,0,0,1,{'TF/OT': '/Users/mrobredo23/dotnet-architecture_eShopModernizing/ACI/aci.json'},"AZ, DOCK, ANS"
199,greenpress_greenpress,https://github.com/greenpress/greenpress,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
200,hashintel_engine,https://github.com/hashintel/engine,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
201,EGA-archive_beacon-2.x,https://github.com/EGA-archive/beacon-2.x,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
202,psisoyev_train-station,https://github.com/psisoyev/train-station,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
203,tokend_developer-edition,https://github.com/tokend/developer-edition,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
204,BrainBackup_bb8,https://github.com/BrainBackup/bb8,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
205,gctools-outilsgc_profile_service,https://github.com/gctools-outilsgc/profile_service,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
206,Patrik-Stas_indyscan,https://github.com/Patrik-Stas/indyscan,0,0,0,0,0,0,0,0,0,0,0,0,1,,ANS
207,azavea_tilegarden,https://github.com/azavea/tilegarden,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
208,Bauer-Xcel-Media_node-healthchecks-api,https://github.com/Bauer-Xcel-Media/node-healthchecks-api,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
209,MEAE-GOT_WAII,https://github.com/MEAE-GOT/WAII,0,0,0,0,0,0,0,0,0,0,0,0,1,,ANS
210,pagarme_tldr,https://github.com/pagarme/tldr,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
211,rodrigorodrigues_microservices-design-patterns,https://github.com/rodrigorodrigues/microservices-design-patterns,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
212,hubcare_hubcare-api,https://github.com/hubcare/hubcare-api,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
213,SrinivasanTarget_ContractTestingBoilerplate,https://github.com/SrinivasanTarget/ContractTestingBoilerplate,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
214,CoorpAcademy_serverless-plugins,https://github.com/CoorpAcademy/serverless-plugins,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
215,teffland_FoodborneNYC,https://github.com/teffland/FoodborneNYC,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
216,phongnguyend_Practical.CleanArchitecture,https://github.com/phongnguyend/Practical.CleanArchitecture,0,0,0,0,0,0,0,1,1,0,0,0,1,/Users/mrobredo23/phongnguyend_Practical.CleanArchitecture/deployments/Azure/bicep/main.bicep,"BIC, DOCK, ANS"
217,barnumd_idp-in-a-box,https://github.com/barnumd/idp-in-a-box,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
218,KSP-CKAN_NetKAN-Infra,https://github.com/KSP-CKAN/NetKAN-Infra,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
219,transitco_serviceOffer,https://github.com/transitco/serviceOffer,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
220,FUB-HCC_IKON-backend,https://github.com/FUB-HCC/IKON-backend,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
221,wazo-platform_wazo-phoned,https://github.com/wazo-platform/wazo-phoned,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
222,ukwa_ukwa-heritrix,https://github.com/ukwa/ukwa-heritrix,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
223,geoserver_geoserver-cloud,https://github.com/geoserver/geoserver-cloud,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
224,confluentinc_cp-all-in-one,https://github.com/confluentinc/cp-all-in-one,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
225,pclubiitk_puppy-love,https://github.com/pclubiitk/puppy-love,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
226,mozilla-services_autograph-edge,https://github.com/mozilla-services/autograph-edge,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
227,CMLPlatform_ramascene,https://github.com/CMLPlatform/ramascene,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
228,Reconmap_api-backend,https://github.com/Reconmap/api-backend,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
229,makeitfine-org_mif,https://github.com/makeitfine-org/mif,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
230,HenryQW_Awesome-TTRSS,https://github.com/HenryQW/Awesome-TTRSS,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
231,vmudigal_microservices-sample,https://github.com/vmudigal/microservices-sample,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
232,skalogs_SkaETL,https://github.com/skalogs/SkaETL,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
233,MuizMahdi_EHR-Route,https://github.com/MuizMahdi/EHR-Route,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
234,sebgl_htpc-download-box,https://github.com/sebgl/htpc-download-box,1,0,0,0,0,0,0,0,1,0,0,0,1,{'VAG': '/Users/mrobredo23/sebgl_htpc-download-box/Vagrantfile'},"VAG, DOCK, ANS"
235,QwantResearch_kartotherian_docker,https://github.com/QwantResearch/kartotherian_docker,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
236,keylime_rust-keylime,https://github.com/keylime/rust-keylime,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
237,microservices-patterns_ftgo-application,https://github.com/microservices-patterns/ftgo-application,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
238,linianhui_oidc.example,https://github.com/linianhui/oidc.example,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
239,mediaforensics_medifor,https://github.com/mediaforensics/medifor,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
240,RedHatInsights_insights-puptoo,https://github.com/RedHatInsights/insights-puptoo,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
241,fundacionempowerment_VACH,https://github.com/fundacionempowerment/VACH,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
242,cloudlibz_clocal-azure,https://github.com/cloudlibz/clocal-azure,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
243,Hygieia_ExecDashboard,https://github.com/Hygieia/ExecDashboard,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
244,lblod_app-toezicht-abb,https://github.com/lblod/app-toezicht-abb,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
245,behaviosec_explore-flink,https://github.com/behaviosec/explore-flink,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
246,marein_php-gaming-website,https://github.com/marein/php-gaming-website,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
247,daggerok_streaming-file-server,https://github.com/daggerok/streaming-file-server,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
248,mozilla-conduit_lando-ui,https://github.com/mozilla-conduit/lando-ui,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
249,elastest_elastest-bigdata-service,https://github.com/elastest/elastest-bigdata-service,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
250,polytechnice-si_4A_ISA_TheCookieFactory,https://github.com/polytechnice-si/4A_ISA_TheCookieFactory,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
251,georchestra_docker,https://github.com/georchestra/docker,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
252,mcci-catena_docker-iot-dashboard,https://github.com/mcci-catena/docker-iot-dashboard,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
253,secret-tech_backend-ico-dashboard,https://github.com/secret-tech/backend-ico-dashboard,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
254,cmgl_product-model-toolkit,https://github.com/cmgl/product-model-toolkit,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
255,Waziup_WaziGate,https://github.com/Waziup/WaziGate,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
256,datakaveri_iudx-catalogue-server,https://github.com/datakaveri/iudx-catalogue-server,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
257,dgutman_webix_image_organizer,https://github.com/dgutman/webix_image_organizer,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
258,jmpsec_osctrl,https://github.com/jmpsec/osctrl,0,0,0,0,0,0,0,0,0,0,0,0,1,,ANS
259,dice-group_Basilisk,https://github.com/dice-group/Basilisk,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
260,petabridge_Cluster.WebCrawler,https://github.com/petabridge/Cluster.WebCrawler,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
261,GeoKnow_LinkedGeoData,https://github.com/GeoKnow/LinkedGeoData,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
262,pagidas_cryptobot,https://github.com/pagidas/cryptobot,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
263,lightstep_opentelemetry-examples,https://github.com/lightstep/opentelemetry-examples,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
264,MathieuB1_KOREK,https://github.com/MathieuB1/KOREK,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
265,FantasticFiasco_serilog-sinks-http-elastic-stack,https://github.com/FantasticFiasco/serilog-sinks-http-elastic-stack,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
266,jongio_memealyzer,https://github.com/jongio/memealyzer,0,0,0,0,0,0,0,1,1,0,0,0,1,/Users/mrobredo23/jongio_memealyzer/iac/policy.bicep,"BIC, DOCK, ANS"
267,mvs-org_explorer,https://github.com/mvs-org/explorer,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
268,kkosiba_ecommerce-backend,https://github.com/kkosiba/ecommerce-backend,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
269,ome_omero-ms-zarr,https://github.com/ome/omero-ms-zarr,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
270,cod1ng-earth_coding-earth,https://github.com/cod1ng-earth/coding-earth,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
271,kartoza_docker-osm,https://github.com/kartoza/docker-osm,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
272,ealexisaraujo_product-collector,https://github.com/ealexisaraujo/product-collector,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
273,flowant_website,https://github.com/flowant/website,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
274,geisekss_mmdemo-dockerized,https://github.com/geisekss/mmdemo-dockerized,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
275,mimo-labs_core-server,https://github.com/mimo-labs/core-server,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
276,TerraMA2_docker,https://github.com/TerraMA2/docker,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
277,Financial-Times_native-ingester,https://github.com/Financial-Times/native-ingester,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
278,stackroute_ibm-wave7-lifeline,https://github.com/stackroute/ibm-wave7-lifeline,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
279,tilt-dev_servantes,https://github.com/tilt-dev/servantes,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
280,junjuew_OpenTPOD,https://github.com/junjuew/OpenTPOD,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
281,vigneshwari-duraisamy_AKSCinemaApp,https://github.com/vigneshwari-duraisamy/AKSCinemaApp,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
282,ivadim_fruitnanny,https://github.com/ivadim/fruitnanny,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
283,gravitee-io_gravitee-docker,https://github.com/gravitee-io/gravitee-docker,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
284,ukwa_ukwa-services,https://github.com/ukwa/ukwa-services,0,0,0,0,0,0,0,0,1,0,0,1,0,,"DOCK, KUB"
285,icebob_catalyst,https://github.com/icebob/catalyst,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
286,itering_subscan-essentials,https://github.com/itering/subscan-essentials,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
287,marten-seemann_quic-network-simulator,https://github.com/marten-seemann/quic-network-simulator,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
288,mattkohl_docker-flask-celery-redis,https://github.com/mattkohl/docker-flask-celery-redis,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
289,cau-se_titan-ccp,https://github.com/cau-se/titan-ccp,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
290,blackducksoftware_hub,https://github.com/blackducksoftware/hub,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
291,PecanProject_BETYdb-YABA,https://github.com/PecanProject/BETYdb-YABA,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
292,vulpemventures_nigiri,https://github.com/vulpemventures/nigiri,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
293,TibebeJS_masterlance,https://github.com/TibebeJS/masterlance,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
294,bcgov_aries-vcr-issuer-controller,https://github.com/bcgov/aries-vcr-issuer-controller,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
295,nevali_acropolis,https://github.com/nevali/acropolis,1,0,0,0,0,0,0,0,1,0,0,0,1,{'VAG': '/Users/mrobredo23/nevali_acropolis/Vagrantfile'},"VAG, DOCK, ANS"
296,MieuxVoter_mvapi,https://github.com/MieuxVoter/mvapi,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
297,snatch-dev_Convey,https://github.com/snatch-dev/Convey,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
298,decentralized-identity_universal-registrar,https://github.com/decentralized-identity/universal-registrar,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
299,charlessolar_eShopOnContainersDDD,https://github.com/charlessolar/eShopOnContainersDDD,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
300,bartverdonck_Sitecore-Forms-Extensions,https://github.com/bartverdonck/Sitecore-Forms-Extensions,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
301,gh-network_gateway,https://github.com/gh-network/gateway,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
302,InsightDataScience_Sherlock,https://github.com/InsightDataScience/Sherlock,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
303,syxolk_euro2016,https://github.com/syxolk/euro2016,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
304,FIWARE_tutorials.Time-Series-Data,https://github.com/FIWARE/tutorials.Time-Series-Data,0,0,0,0,0,0,0,0,0,0,0,0,1,,ANS
305,loomio_loomio-deploy,https://github.com/loomio/loomio-deploy,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
306,mjoniec_Utils,https://github.com/mjoniec/Utils,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
307,erdemdmr_microprofile-samples,https://github.com/erdemdmr/microprofile-samples,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
308,neuland_micro-frontends,https://github.com/neuland/micro-frontends,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
309,tgrall_redis-microservices-demo,https://github.com/tgrall/redis-microservices-demo,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
310,dotnet-architecture_eShopOnDapr,https://github.com/dotnet-architecture/eShopOnDapr,0,0,0,0,0,0,0,1,1,0,0,0,1,/Users/mrobredo23/dotnet-architecture_eShopOnDapr/deploy/containerapps/main.bicep,"BIC, DOCK, ANS"
311,bbc_cloud-sync,https://github.com/bbc/cloud-sync,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
312,MrBW_chaos-monkey-spring-boot-demo,https://github.com/MrBW/chaos-monkey-spring-boot-demo,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
313,Wradgio_StretchShop,https://github.com/Wradgio/StretchShop,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
314,oiraqi_immunizer,https://github.com/oiraqi/immunizer,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
315,Shyam-Chen_GraphQL-Stack,https://github.com/Shyam-Chen/GraphQL-Stack,0,0,0,0,0,0,1,0,1,0,0,0,1,{'PUL': '/Users/mrobredo23/Shyam-Chen_GraphQL-Stack/iac'},"PUL, DOCK, ANS"
316,rithinch_Event-Driven-Microservices-Sample,https://github.com/rithinch/Event-Driven-Microservices-Sample,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
317,danionescu0_docker-flask-mongodb-example,https://github.com/danionescu0/docker-flask-mongodb-example,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
318,logcorner_LogCorner.EduSync.Speech.Command,https://github.com/logcorner/LogCorner.EduSync.Speech.Command,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
319,Fatezhang_scaffold-cloud,https://github.com/Fatezhang/scaffold-cloud,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
320,gs1_GS1_DigitalLink_Resolver_CE,https://github.com/gs1/GS1_DigitalLink_Resolver_CE,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
321,jaheikki_cucumber-selenide-allure,https://github.com/jaheikki/cucumber-selenide-allure,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
322,oktadeveloper_jhipster-microservices-example,https://github.com/oktadeveloper/jhipster-microservices-example,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
323,radulecu_spring-microservices,https://github.com/radulecu/spring-microservices,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
324,Microservice-API-Patterns_LakesideMutual,https://github.com/Microservice-API-Patterns/LakesideMutual,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
325,zmhassan_streaming-online-analytics-demo,https://github.com/zmhassan/streaming-online-analytics-demo,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
326,DSOI-ALL_devops-microcosm,https://github.com/DSOI-ALL/devops-microcosm,1,1,0,0,0,0,0,0,1,0,0,0,0,/Users/mrobredo23/DSOI-ALL_devops-microcosm/Vagrantfile;/Users/mrobredo23/DSOI-ALL_devops-microcosm/AWS/resources/LAYER2_ECS_Containers.yaml,"VAG, AWS, DOCK"
327,kecorbin_pyosupgrade,https://github.com/kecorbin/pyosupgrade,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
328,alphagov_govuk-docker,https://github.com/alphagov/govuk-docker,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
329,asc-lab_micronaut-microservices-poc,https://github.com/asc-lab/micronaut-microservices-poc,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
330,Amsterdam_dcatd,https://github.com/Amsterdam/dcatd,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
331,aliyun_alibabacloud-microservice-demo,https://github.com/aliyun/alibabacloud-microservice-demo,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
332,aspnetrun_run-aspnetcore-microservices,https://github.com/aspnetrun/run-aspnetcore-microservices,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
333,avi202020_bigdata,https://github.com/avi202020/bigdata,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
334,magenta-aps_os2datascanner,https://github.com/magenta-aps/os2datascanner,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
335,juicycleff_ultimate-backend,https://github.com/juicycleff/ultimate-backend,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
336,wazo-pbx_wazo-webhookd,https://github.com/wazo-pbx/wazo-webhookd,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
337,EdwinVW_pitstop,https://github.com/EdwinVW/pitstop,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
338,geonetwork_geonetwork-microservices,https://github.com/geonetwork/geonetwork-microservices,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
339,kiotlog_kiotlog,https://github.com/kiotlog/kiotlog,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
340,pankod_moleculerjs-boilerplate,https://github.com/pankod/moleculerjs-boilerplate,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
341,nquocnghia_microcalc,https://github.com/nquocnghia/microcalc,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
342,xeraa_microservice-monitoring,https://github.com/xeraa/microservice-monitoring,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
343,reportportal_reportportal,https://github.com/reportportal/reportportal,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
344,microapidev_email-microapi,https://github.com/microapidev/email-microapi,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
345,piomin_sample-spring-microservices-new,https://github.com/piomin/sample-spring-microservices-new,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
346,CODA-19_dashboard,https://github.com/CODA-19/dashboard,0,0,0,0,0,0,0,0,0,0,0,0,1,,ANS
347,idugalic_micro-company,https://github.com/idugalic/micro-company,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
348,xebialabs_e-commerce-microservice,https://github.com/xebialabs/e-commerce-microservice,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
349,oktadev_java-microservices-examples,https://github.com/oktadev/java-microservices-examples,0,0,0,0,0,0,0,0,1,0,0,1,1,,"DOCK, KUB, ANS"
