Repo_id,URL,VAG,AWS,AZ,PUP,TF/OT,SS,PUL,BIC,DOCK,CHEF,GOOG,KUB,validated_files
KSP-CKAN_NetKAN-Infra,https://github.com/KSP-CKAN/NetKAN-Infra,0,0,0,0,0,0,0,0,1,0,0,0,
transitco_serviceOffer,https://github.com/transitco/serviceOffer,0,0,0,0,0,0,0,0,1,0,0,0,
FUB-HCC_IKON-backend,https://github.com/FUB-HCC/IKON-backend,0,0,0,0,0,0,0,0,1,0,0,0,
wazo-platform_wazo-phoned,https://github.com/wazo-platform/wazo-phoned,0,0,0,0,0,0,0,0,1,0,0,0,
ukwa_ukwa-heritrix,https://github.com/ukwa/ukwa-heritrix,0,0,0,0,0,0,0,0,1,0,0,0,
geoserver_geoserver-cloud,https://github.com/geoserver/geoserver-cloud,0,0,0,0,0,0,0,0,1,0,0,0,
confluentinc_cp-all-in-one,https://github.com/confluentinc/cp-all-in-one,0,0,0,0,0,0,0,0,1,0,0,0,
pclubiitk_puppy-love,https://github.com/pclubiitk/puppy-love,0,0,0,0,0,0,0,0,1,0,0,0,
mozilla-services_autograph-edge,https://github.com/mozilla-services/autograph-edge,0,0,0,0,0,0,0,0,1,0,0,0,
CMLPlatform_ramascene,https://github.com/CMLPlatform/ramascene,0,0,0,0,0,0,0,0,1,0,0,0,
Reconmap_api-backend,https://github.com/Reconmap/api-backend,0,0,0,0,0,0,0,0,1,0,0,0,
makeitfine-org_mif,https://github.com/makeitfine-org/mif,0,0,0,0,0,0,0,0,1,0,0,0,
HenryQW_Awesome-TTRSS,https://github.com/HenryQW/Awesome-TTRSS,0,0,0,0,0,0,0,0,1,0,0,0,
vmudigal_microservices-sample,https://github.com/vmudigal/microservices-sample,0,0,0,0,0,0,0,0,1,0,0,0,
skalogs_SkaETL,https://github.com/skalogs/SkaETL,0,0,0,0,0,0,0,0,1,0,0,0,
MuizMahdi_EHR-Route,https://github.com/MuizMahdi/EHR-Route,0,0,0,0,0,0,0,0,1,0,0,0,
sebgl_htpc-download-box,https://github.com/sebgl/htpc-download-box,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\sebgl_htpc-download-box\Vagrantfile
QwantResearch_kartotherian_docker,https://github.com/QwantResearch/kartotherian_docker,0,0,0,0,0,0,0,0,1,0,0,0,
keylime_rust-keylime,https://github.com/keylime/rust-keylime,0,0,0,0,0,0,0,0,1,0,0,0,
microservices-patterns_ftgo-application,https://github.com/microservices-patterns/ftgo-application,0,0,0,0,0,0,0,0,1,0,0,0,
linianhui_oidc.example,https://github.com/linianhui/oidc.example,0,0,0,0,0,0,0,0,1,0,0,0,
mediaforensics_medifor,https://github.com/mediaforensics/medifor,0,0,0,0,0,0,0,0,1,0,0,0,
RedHatInsights_insights-puptoo,https://github.com/RedHatInsights/insights-puptoo,0,0,0,0,0,0,0,0,1,0,0,1,
fundacionempowerment_VACH,https://github.com/fundacionempowerment/VACH,0,0,0,0,0,0,0,0,1,0,0,0,
cloudlibz_clocal-azure,https://github.com/cloudlibz/clocal-azure,0,0,0,0,0,0,0,0,1,0,0,0,
Hygieia_ExecDashboard,https://github.com/Hygieia/ExecDashboard,0,0,0,0,0,0,0,0,1,0,0,0,
lblod_app-toezicht-abb,https://github.com/lblod/app-toezicht-abb,0,0,0,0,0,0,0,0,1,0,0,0,
behaviosec_explore-flink,https://github.com/behaviosec/explore-flink,0,0,0,0,0,0,0,0,1,0,0,0,
marein_php-gaming-website,https://github.com/marein/php-gaming-website,0,0,0,0,0,0,0,0,1,0,0,0,
daggerok_streaming-file-server,https://github.com/daggerok/streaming-file-server,0,0,0,0,0,0,0,0,1,0,0,0,
mozilla-conduit_lando-ui,https://github.com/mozilla-conduit/lando-ui,0,0,0,0,0,0,0,0,1,0,0,0,
elastest_elastest-bigdata-service,https://github.com/elastest/elastest-bigdata-service,0,0,0,0,0,0,0,0,1,0,0,0,
polytechnice-si_4A_ISA_TheCookieFactory,https://github.com/polytechnice-si/4A_ISA_TheCookieFactory,0,0,0,0,0,0,0,0,1,0,0,0,
georchestra_docker,https://github.com/georchestra/docker,0,0,0,0,0,0,0,0,1,0,0,0,
mcci-catena_docker-iot-dashboard,https://github.com/mcci-catena/docker-iot-dashboard,0,0,0,0,0,0,0,0,1,0,0,0,
secret-tech_backend-ico-dashboard,https://github.com/secret-tech/backend-ico-dashboard,0,0,0,0,0,0,0,0,1,0,0,0,
cmgl_product-model-toolkit,https://github.com/cmgl/product-model-toolkit,0,0,0,0,0,0,0,0,1,0,0,0,
Waziup_WaziGate,https://github.com/Waziup/WaziGate,0,0,0,0,0,0,0,0,1,0,0,0,
datakaveri_iudx-catalogue-server,https://github.com/datakaveri/iudx-catalogue-server,0,0,0,0,0,0,0,0,1,0,0,0,
dgutman_webix_image_organizer,https://github.com/dgutman/webix_image_organizer,0,0,0,0,0,0,0,0,1,0,0,0,
jmpsec_osctrl,https://github.com/jmpsec/osctrl,0,0,0,0,0,0,0,0,0,0,0,0,
dice-group_Basilisk,https://github.com/dice-group/Basilisk,0,0,0,0,0,0,0,0,1,0,0,0,
petabridge_Cluster.WebCrawler,https://github.com/petabridge/Cluster.WebCrawler,0,0,0,0,0,0,0,0,1,0,0,0,
GeoKnow_LinkedGeoData,https://github.com/GeoKnow/LinkedGeoData,0,0,0,0,0,0,0,0,1,0,0,0,
pagidas_cryptobot,https://github.com/pagidas/cryptobot,0,0,0,0,0,0,0,0,1,0,0,0,
lightstep_opentelemetry-examples,https://github.com/lightstep/opentelemetry-examples,0,0,0,0,0,0,0,0,1,0,0,1,
MathieuB1_KOREK,https://github.com/MathieuB1/KOREK,0,0,0,0,0,0,0,0,1,0,0,0,
FantasticFiasco_serilog-sinks-http-elastic-stack,https://github.com/FantasticFiasco/serilog-sinks-http-elastic-stack,0,0,0,0,0,0,0,0,1,0,0,0,
jongio_memealyzer,https://github.com/jongio/memealyzer,0,0,0,0,0,0,0,1,1,0,0,0,C:\Users\camyi\jongio_memealyzer\iac\main.bicep
mvs-org_explorer,https://github.com/mvs-org/explorer,0,0,0,0,0,0,0,0,1,0,0,0,
kkosiba_ecommerce-backend,https://github.com/kkosiba/ecommerce-backend,0,0,0,0,0,0,0,0,1,0,0,0,
ome_omero-ms-zarr,https://github.com/ome/omero-ms-zarr,0,0,0,0,0,0,0,0,1,0,0,0,
cod1ng-earth_coding-earth,https://github.com/cod1ng-earth/coding-earth,0,0,0,0,0,0,0,0,1,0,0,0,
kartoza_docker-osm,https://github.com/kartoza/docker-osm,0,0,0,0,0,0,0,0,1,0,0,0,
ealexisaraujo_product-collector,https://github.com/ealexisaraujo/product-collector,0,0,0,0,0,0,0,0,1,0,0,0,
flowant_website,https://github.com/flowant/website,0,0,0,0,0,0,0,0,1,0,0,1,
geisekss_mmdemo-dockerized,https://github.com/geisekss/mmdemo-dockerized,0,0,0,0,0,0,0,0,1,0,0,0,
mimo-labs_core-server,https://github.com/mimo-labs/core-server,0,0,0,0,0,0,0,0,1,0,0,0,
TerraMA2_docker,https://github.com/TerraMA2/docker,0,0,0,0,0,0,0,0,1,0,0,0,
Financial-Times_native-ingester,https://github.com/Financial-Times/native-ingester,0,0,0,0,0,0,0,0,1,0,0,0,
stackroute_ibm-wave7-lifeline,https://github.com/stackroute/ibm-wave7-lifeline,0,0,0,0,0,0,0,0,1,0,0,0,
tilt-dev_servantes,https://github.com/tilt-dev/servantes,0,0,0,0,0,0,0,0,1,0,0,1,
junjuew_OpenTPOD,https://github.com/junjuew/OpenTPOD,0,0,0,0,0,0,0,0,1,0,0,0,
vigneshwari-duraisamy_AKSCinemaApp,https://github.com/vigneshwari-duraisamy/AKSCinemaApp,0,0,0,0,0,0,0,0,1,0,0,0,
ivadim_fruitnanny,https://github.com/ivadim/fruitnanny,0,0,0,0,0,0,0,0,1,0,0,0,
gravitee-io_gravitee-docker,https://github.com/gravitee-io/gravitee-docker,0,0,0,0,0,0,0,0,1,0,0,0,
ukwa_ukwa-services,https://github.com/ukwa/ukwa-services,0,0,0,0,0,0,0,0,1,0,0,1,
icebob_catalyst,https://github.com/icebob/catalyst,0,0,0,0,0,0,0,0,1,0,0,0,
itering_subscan-essentials,https://github.com/itering/subscan-essentials,0,0,0,0,0,0,0,0,1,0,0,0,
marten-seemann_quic-network-simulator,https://github.com/marten-seemann/quic-network-simulator,0,0,0,0,0,0,0,0,1,0,0,0,
mattkohl_docker-flask-celery-redis,https://github.com/mattkohl/docker-flask-celery-redis,0,0,0,0,0,0,0,0,1,0,0,0,
cau-se_titan-ccp,https://github.com/cau-se/titan-ccp,0,0,0,0,0,0,0,0,1,0,0,0,
blackducksoftware_hub,https://github.com/blackducksoftware/hub,0,0,0,0,0,0,0,0,1,0,0,0,
PecanProject_BETYdb-YABA,https://github.com/PecanProject/BETYdb-YABA,0,0,0,0,0,0,0,0,1,0,0,0,
vulpemventures_nigiri,https://github.com/vulpemventures/nigiri,0,0,0,0,0,0,0,0,1,0,0,0,
TibebeJS_masterlance,https://github.com/TibebeJS/masterlance,0,0,0,0,0,0,0,0,1,0,0,0,
bcgov_aries-vcr-issuer-controller,https://github.com/bcgov/aries-vcr-issuer-controller,0,0,0,0,0,0,0,0,1,0,0,0,
nevali_acropolis,https://github.com/nevali/acropolis,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\nevali_acropolis\Vagrantfile
MieuxVoter_mvapi,https://github.com/MieuxVoter/mvapi,0,0,0,0,0,0,0,0,1,0,0,0,
snatch-dev_Convey,https://github.com/snatch-dev/Convey,0,0,0,0,0,0,0,0,1,0,0,0,
decentralized-identity_universal-registrar,https://github.com/decentralized-identity/universal-registrar,0,0,0,0,0,0,0,0,1,0,0,0,
charlessolar_eShopOnContainersDDD,https://github.com/charlessolar/eShopOnContainersDDD,0,0,0,0,0,0,0,0,1,0,0,0,
bartverdonck_Sitecore-Forms-Extensions,https://github.com/bartverdonck/Sitecore-Forms-Extensions,0,0,0,0,0,0,0,0,1,0,0,0,
gh-network_gateway,https://github.com/gh-network/gateway,0,0,0,0,0,0,0,0,1,0,0,0,
InsightDataScience_Sherlock,https://github.com/InsightDataScience/Sherlock,0,0,0,0,0,0,0,0,1,0,0,0,
syxolk_euro2016,https://github.com/syxolk/euro2016,0,0,0,0,0,0,0,0,1,0,0,0,
FIWARE_tutorials.Time-Series-Data,https://github.com/FIWARE/tutorials.Time-Series-Data,0,0,0,0,0,0,0,0,0,0,0,0,
loomio_loomio-deploy,https://github.com/loomio/loomio-deploy,0,0,0,0,0,0,0,0,1,0,0,0,
mjoniec_Utils,https://github.com/mjoniec/Utils,0,0,0,0,0,0,0,0,1,0,0,0,
erdemdmr_microprofile-samples,https://github.com/erdemdmr/microprofile-samples,0,0,0,0,0,0,0,0,1,0,0,0,
neuland_micro-frontends,https://github.com/neuland/micro-frontends,0,0,0,0,0,0,0,0,1,0,0,0,
tgrall_redis-microservices-demo,https://github.com/tgrall/redis-microservices-demo,0,0,0,0,0,0,0,0,1,0,0,0,
dotnet-architecture_eShopOnDapr,https://github.com/dotnet-architecture/eShopOnDapr,0,1,0,0,0,0,0,1,1,0,0,0,C:\Users\camyi\dotnet-architecture_eShopOnDapr\src\Web\WebStatus\appsettings.json;C:\Users\camyi\dotnet-architecture_eShopOnDapr\deploy\containerapps\main.bicep
bbc_cloud-sync,https://github.com/bbc/cloud-sync,0,0,0,0,0,0,0,0,1,0,0,0,
MrBW_chaos-monkey-spring-boot-demo,https://github.com/MrBW/chaos-monkey-spring-boot-demo,0,0,0,0,0,0,0,0,1,0,0,0,
Wradgio_StretchShop,https://github.com/Wradgio/StretchShop,0,0,0,0,0,0,0,0,1,0,0,0,
oiraqi_immunizer,https://github.com/oiraqi/immunizer,0,0,0,0,0,0,0,0,1,0,0,0,
Shyam-Chen_GraphQL-Stack,https://github.com/Shyam-Chen/GraphQL-Stack,0,0,0,0,0,0,1,0,1,0,0,0,C:\Users\camyi\Shyam-Chen_GraphQL-Stack\iac
rithinch_Event-Driven-Microservices-Sample,https://github.com/rithinch/Event-Driven-Microservices-Sample,0,0,0,0,0,0,0,0,1,0,0,0,
danionescu0_docker-flask-mongodb-example,https://github.com/danionescu0/docker-flask-mongodb-example,0,0,0,0,0,0,0,0,1,0,0,0,
logcorner_LogCorner.EduSync.Speech.Command,https://github.com/logcorner/LogCorner.EduSync.Speech.Command,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\logcorner_LogCorner.EduSync.Speech.Command\iac\terraform\apim\providers.tf
Fatezhang_scaffold-cloud,https://github.com/Fatezhang/scaffold-cloud,0,0,0,0,0,0,0,0,1,0,0,0,
gs1_GS1_DigitalLink_Resolver_CE,https://github.com/gs1/GS1_DigitalLink_Resolver_CE,0,0,0,0,0,0,0,0,1,0,0,0,
jaheikki_cucumber-selenide-allure,https://github.com/jaheikki/cucumber-selenide-allure,0,0,0,0,0,0,0,0,1,0,0,0,
oktadeveloper_jhipster-microservices-example,https://github.com/oktadeveloper/jhipster-microservices-example,0,0,0,0,0,0,0,0,1,0,0,0,
radulecu_spring-microservices,https://github.com/radulecu/spring-microservices,0,0,0,0,0,0,0,0,1,0,0,1,
Microservice-API-Patterns_LakesideMutual,https://github.com/Microservice-API-Patterns/LakesideMutual,0,0,0,0,0,0,0,0,1,0,0,0,
zmhassan_streaming-online-analytics-demo,https://github.com/zmhassan/streaming-online-analytics-demo,0,0,0,0,0,0,0,0,1,0,0,0,
DSOI-ALL_devops-microcosm,https://github.com/DSOI-ALL/devops-microcosm,1,1,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\DSOI-ALL_devops-microcosm\Vagrantfile;C:\Users\camyi\DSOI-ALL_devops-microcosm\AWS\resources\LAYER2_ECS_Containers.yaml
kecorbin_pyosupgrade,https://github.com/kecorbin/pyosupgrade,0,0,0,0,0,0,0,0,1,0,0,0,
alphagov_govuk-docker,https://github.com/alphagov/govuk-docker,0,0,0,0,0,0,0,0,1,0,0,0,
asc-lab_micronaut-microservices-poc,https://github.com/asc-lab/micronaut-microservices-poc,0,0,0,0,0,0,0,0,1,0,0,0,
Amsterdam_dcatd,https://github.com/Amsterdam/dcatd,0,0,0,0,0,0,0,0,1,0,0,0,
aliyun_alibabacloud-microservice-demo,https://github.com/aliyun/alibabacloud-microservice-demo,0,0,0,0,0,0,0,0,1,0,0,1,
aspnetrun_run-aspnetcore-microservices,https://github.com/aspnetrun/run-aspnetcore-microservices,0,0,0,0,0,0,0,0,1,0,0,0,
avi202020_bigdata,https://github.com/avi202020/bigdata,0,0,0,0,0,0,0,0,1,0,0,0,
magenta-aps_os2datascanner,https://github.com/magenta-aps/os2datascanner,0,0,0,0,0,0,0,0,1,0,0,0,
juicycleff_ultimate-backend,https://github.com/juicycleff/ultimate-backend,0,1,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\juicycleff_ultimate-backend\libs\core\src\i18n\en-US.json;C:\Users\camyi\juicycleff_ultimate-backend\iac\providers.tf
wazo-pbx_wazo-webhookd,https://github.com/wazo-pbx/wazo-webhookd,0,0,0,0,0,0,0,0,1,0,0,0,
EdwinVW_pitstop,https://github.com/EdwinVW/pitstop,0,1,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\EdwinVW_pitstop\src\AuditlogService\appsettings.json
geonetwork_geonetwork-microservices,https://github.com/geonetwork/geonetwork-microservices,0,0,0,0,0,0,0,0,1,0,0,0,
kiotlog_kiotlog,https://github.com/kiotlog/kiotlog,0,0,0,0,0,0,0,0,1,0,0,0,
pankod_moleculerjs-boilerplate,https://github.com/pankod/moleculerjs-boilerplate,0,0,0,0,0,0,0,0,1,0,0,0,
nquocnghia_microcalc,https://github.com/nquocnghia/microcalc,0,0,0,0,0,0,0,0,1,0,0,0,
xeraa_microservice-monitoring,https://github.com/xeraa/microservice-monitoring,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\xeraa_microservice-monitoring\lightsail\variables.tf
reportportal_reportportal,https://github.com/reportportal/reportportal,0,0,0,0,0,0,0,0,1,0,0,0,
microapidev_email-microapi,https://github.com/microapidev/email-microapi,0,0,0,0,0,0,0,0,1,0,0,0,
piomin_sample-spring-microservices-new,https://github.com/piomin/sample-spring-microservices-new,0,0,0,0,0,0,0,0,1,0,0,0,
CODA-19_dashboard,https://github.com/CODA-19/dashboard,0,0,0,0,0,0,0,0,1,0,0,0,
idugalic_micro-company,https://github.com/idugalic/micro-company,0,0,0,0,0,0,0,0,1,0,0,0,
xebialabs_e-commerce-microservice,https://github.com/xebialabs/e-commerce-microservice,0,0,0,0,0,0,0,0,1,0,0,0,
oktadev_java-microservices-examples,https://github.com/oktadev/java-microservices-examples,0,0,0,0,0,0,0,0,1,0,0,1,
harlow_go-micro-services,https://github.com/harlow/go-micro-services,0,0,0,0,0,0,0,0,1,0,0,0,
Sfeir_golang-200,https://github.com/Sfeir/golang-200,0,0,0,0,0,0,0,0,1,0,0,0,
ZeroCater_zc_events,https://github.com/ZeroCater/zc_events,0,0,0,0,0,0,0,0,1,0,0,0,
moleculerjs_moleculer-examples,https://github.com/moleculerjs/moleculer-examples,0,0,0,0,0,0,0,0,1,0,0,0,
lucaschen_microservices-demo,https://github.com/lucaschen/microservices-demo,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\lucaschen_microservices-demo\terraform\networking.tf
outstack_enveloper,https://github.com/outstack/enveloper,0,0,0,0,0,0,0,0,1,0,0,0,
kbastani_event-sourcing-microservices-example,https://github.com/kbastani/event-sourcing-microservices-example,0,0,0,0,0,0,0,0,1,0,0,0,
hmisonne_udagrammicroservices,https://github.com/hmisonne/udagrammicroservices,0,0,0,0,0,0,0,0,1,0,0,0,
javieroc_docker-microservices,https://github.com/javieroc/docker-microservices,0,0,0,0,0,0,0,0,1,0,0,0,
harish71_java-microservice,https://github.com/harish71/java-microservice,0,0,0,0,0,0,0,0,1,0,0,0,
dms98br_nest-microservices,https://github.com/dms98br/nest-microservices,0,0,0,0,0,0,0,0,1,0,0,0,
jatinbajaj1_xpresso,https://github.com/jatinbajaj1/xpresso,0,0,0,0,0,0,0,0,1,0,0,0,
buratina_hands-on-microservices-with-typescript-3,https://github.com/buratina/hands-on-microservices-with-typescript-3,0,0,0,0,0,0,0,0,1,0,0,0,
Phyks_medonay,https://github.com/Phyks/medonay,0,0,0,0,0,0,0,0,1,0,0,0,
ninokop_dubbo-demo,https://github.com/ninokop/dubbo-demo,0,0,0,0,0,0,0,0,1,0,0,0,
volak_TodoMVC-DDD-CQRS-EventSourcing,https://github.com/volak/TodoMVC-DDD-CQRS-EventSourcing,0,0,0,0,0,0,0,0,1,0,0,0,
3pillarlabs_hailstorm-sdk,https://github.com/3pillarlabs/hailstorm-sdk,0,0,0,0,0,0,0,0,1,0,0,0,
arcuri82_testing_security_development_enterprise_systems,https://github.com/arcuri82/testing_security_development_enterprise_systems,0,0,0,0,0,0,0,0,1,0,0,0,
Autoscaler_autoscaler,https://github.com/Autoscaler/autoscaler,0,0,0,0,0,0,0,0,0,0,0,0,
apache_skywalking-python,https://github.com/apache/skywalking-python,0,0,0,0,0,0,0,0,1,0,0,0,
avi202020_fx-trading-app,https://github.com/avi202020/fx-trading-app,0,0,0,0,0,0,0,0,1,0,0,0,
atulmy_fullstack-javascript-architecture,https://github.com/atulmy/fullstack-javascript-architecture,0,0,0,0,0,0,0,0,1,0,0,0,
abixen_abixen-platform,https://github.com/abixen/abixen-platform,0,0,0,0,0,0,0,0,1,0,0,0,
apache_skywalking-nodejs,https://github.com/apache/skywalking-nodejs,0,0,0,0,0,0,0,0,1,0,0,0,
andreybavt_Hobo-Sapiens,https://github.com/andreybavt/Hobo-Sapiens,0,0,0,0,0,0,0,0,1,0,0,0,
